id,time,priority,dmnd,short,prtdown,ttldown,prtgdown,ttlgdown
A,450.2437263732897,6,7,-6,0.0,0.0,-86446.79546367162,-57288438.908270225
B,450.2437263732897,1,10,-3,0.0,0.0,-129670.19319550743,-57418109.10146573
C,450.2437263732897,6,7,-4,0.0,0.0,-187301.3901712885,-57605410.49163702
D,450.2437263732897,6,7,-2,0.0,0.0,-216116.98865917904,-57821527.4802962
E,450.2437263732897,4,8,0,0.0,0.0,-216116.98865917904,-58037644.46895538
F,450.2437263732897,0,12,-2,0.0,4.125,-244932.5871470696,-58282577.056102455
G,450.2437263732897,0,12,-1,0.0,0.0,-259340.38639101485,-58541917.44249347
H,450.2437263732897,4,12,-2,0.0,0.0,-288155.9848789054,-58830073.42737237
I,450.2437263732897,4,12,-1,0.0,0.0,-302563.7841228507,-59132637.21149522
J,450.2437263732897,8,30,0,0.0,0.0,-302563.7841228507,-59435200.99561807
A,457.5324522428461,6,7,-6,0.0,0.0,-73451.18091185614,-59508652.17652992
B,457.5324522428461,1,10,-3,0.0,0.0,-110176.77136778421,-59618828.9478977
C,457.5324522428461,6,7,-4,0.0,0.0,-159144.22530902165,-59777973.173206724
D,457.5324522428461,6,7,-2,0.0,0.0,-183627.95227964036,-59961601.12548637
E,457.5324522428461,4,8,0,0.0,0.0,-183627.95227964036,-60145229.07776601
F,457.5324522428461,0,12,-2,0.0,4.125,-208111.6792502591,-60353340.75701627
G,457.5324522428461,0,12,-2,0.0,0.0,-232595.4062208778,-60585936.16323715
H,457.5324522428461,4,12,-2,0.0,0.0,-257079.13319149648,-60843015.29642864
I,457.5324522428461,4,12,-1,0.0,0.0,-269320.9966768059,-61112336.293105446
J,457.5324522428461,8,30,0,0.0,0.0,-269320.9966768059,-61381657.28978225
A,470.8224377705624,6,7,-6,0.0,0.0,-54994.549754628286,-61436651.839536875
B,470.8224377705624,1,10,-3,0.0,0.0,-82491.82463194244,-61519143.66416882
C,470.8224377705624,6,7,-4,0.0,0.0,-119154.85780169463,-61638298.52197052
D,470.8224377705624,6,7,-2,0.0,0.0,-137486.3743865707,-61775784.89635709
E,470.8224377705624,4,8,1,0.0,0.0,-128320.61609413267,-61904105.512451224
F,470.8224377705624,0,12,-2,0.0,4.125,-146652.13267900876,-62050757.64513023
G,470.8224377705624,0,12,-2,0.0,0.0,-164983.64926388487,-62215741.29439412
H,470.8224377705624,4,12,-2,0.0,0.0,-183315.16584876095,-62399056.46024288
I,470.8224377705624,4,12,-1,0.0,0.0,-192480.924141199,-62591537.38438408
J,470.8224377705624,8,30,0,0.0,0.0,-192480.924141199,-62784018.30852528
A,472.5457362482181,6,7,-5,0.0,0.0,-14595.903459643932,-62798614.211984925
B,472.5457362482181,1,10,-3,0.0,0.0,-23353.44553543029,-62821967.657520354
C,472.5457362482181,6,7,-4,0.0,0.0,-35030.168303145445,-62856997.8258235
D,472.5457362482181,6,7,-2,0.0,0.0,-40868.529687003014,-62897866.3555105
E,472.5457362482181,4,8,0,0.0,0.0,-40868.529687003014,-62938734.885197505
F,472.5457362482181,0,12,-2,0.0,4.125,-46706.89107086058,-62985441.77626836
G,472.5457362482181,0,12,-2,0.0,0.0,-52545.25245471816,-63037987.02872308
H,472.5457362482181,4,12,-2,0.0,0.0,-58383.61383857573,-63096370.64256166
I,472.5457362482181,4,12,0,0.0,0.0,-58383.61383857573,-63154754.256400235
J,472.5457362482181,8,30,0,0.0,0.0,-58383.61383857573,-63213137.87023881
A,475.2437263732897,6,7,-5,0.0,0.0,-10584.304518231555,-63223722.17475704
B,475.2437263732897,1,10,-4,0.0,0.0,-19051.7481328168,-63242773.92288986
C,475.2437263732897,6,7,-4,0.0,0.0,-27519.19174740204,-63270293.11463726
D,475.2437263732897,6,7,-2,0.0,0.0,-31752.913554694664,-63302046.02819196
E,475.2437263732897,4,8,0,0.0,0.0,-31752.913554694664,-63333798.94174666
F,475.2437263732897,0,12,-2,0.0,4.125,-35986.63536198729,-63369785.577108644
G,475.2437263732897,0,12,-2,0.0,0.0,-40220.35716927991,-63410005.93427792
H,475.2437263732897,4,12,-2,0.0,0.0,-44454.078976572535,-63454460.01325449
I,475.2437263732897,4,12,0,0.0,0.0,-44454.078976572535,-63498914.092231065
J,475.2437263732897,8,30,0,0.0,0.0,-44454.078976572535,-63543368.17120764
A,477,6,7,-5,0.0,0.0,-4188.71259970409,-63547556.88380734
B,477,1,10,-4,0.0,0.0,-7539.682679467363,-63555096.566486806
C,477,6,7,-4,0.0,0.0,-10890.652759230636,-63565987.21924604
D,477,6,7,-2,0.0,0.0,-12566.137799112272,-63578553.35704515
E,477,3,9,1,0.0,0.0,-11728.395279171453,-63590281.75232432
F,477,0,12,-2,0.0,4.125,-13403.880319053089,-63603685.63264337
G,477,0,12,-2,0.0,0.0,-15079.365358934727,-63618764.998002306
H,477,4,12,-2,0.0,0.0,-16754.85039881636,-63635519.84840112
I,477,4,12,0,0.0,0.0,-16754.85039881636,-63652274.69879994
J,477,8,30,0,0.0,0.0,-16754.85039881636,-63669029.549198754
A,492,6,7,-4,0,0.0,-29520,-63698549.549198754
B,492,1,10,-4,0,0.0,-59040,-63757589.549198754
C,492,6,7,-4,0,0.0,-88560,-63846149.549198754
D,492,6,7,-2,0,0.0,-103320,-63949469.549198754
E,492,3,9,0,0.0,0.0,-103320,-64052789.549198754
F,492,0,12,-2,0,4.125,-118080,-64170869.549198754
G,492,0,12,-2,0,0.0,-132840,-64303709.549198754
H,492,4,12,-2,0,0.0,-147600,-64451309.549198754
I,492,0,12,0,0.0,0.0,-147600,-64598909.549198754
J,492,8,30,0,0.0,0.0,-147600,-64746509.549198754
A,495.8224377705624,6,7,-4,0.0,0.0,-79331.59004328998,-64825841.139242046
B,495.8224377705624,1,10,-4,0.0,0.0,-158663.18008657996,-64984504.31932863
C,495.8224377705624,6,7,-4,0.0,0.0,-237994.77012986992,-65222499.089458495
D,495.8224377705624,6,7,-2,0.0,0.0,-277660.56515151495,-65500159.65461001
E,495.8224377705624,3,9,-1,0.0,0.0,-297493.4626623374,-65797653.11727235
F,495.8224377705624,0,12,-2,0.0,4.125,-337159.25768398243,-66134812.37495633
G,495.8224377705624,0,12,-2,0.0,0.0,-376825.0527056274,-66511637.42766196
H,495.8224377705624,4,12,-2,0.0,0.0,-416490.8477272724,-66928128.27538923
I,495.8224377705624,0,12,0,0.0,0.0,-416490.8477272724,-67344619.12311651
J,495.8224377705624,8,30,0,0.0,0.0,-416490.8477272724,-67761109.97084378
A,497.5457362482181,6,7,-4,0.0,0.0,-71999.96734044507,-67833109.93818422
B,497.5457362482181,1,10,-4,0.0,0.0,-143999.93468089015,-67977109.87286511
C,497.5457362482181,6,7,-4,0.0,0.0,-215999.90202133526,-68193109.77488644
D,497.5457362482181,6,7,-2,0.0,0.0,-251999.88569155778,-68445109.660578
E,497.5457362482181,3,9,-1,0.0,0.0,-269999.877526669,-68715109.53810467
F,497.5457362482181,0,12,-2,0.0,4.125,-305999.8611968916,-69021109.39930156
G,497.5457362482181,0,12,-2,0.0,0.0,-341999.84486711415,-69363109.24416867
H,497.5457362482181,4,12,-2,0.0,0.0,-377999.82853733667,-69741109.072706
I,497.5457362482181,0,12,-1,0.0,0.0,-395999.82037244795,-70137108.89307845
J,497.5457362482181,8,30,0,0.0,0.0,-395999.82037244795,-70533108.7134509
A,532,6,7,-4,0.0,0.0,-73318.67326379193,-70606427.38671468
B,532,6,7,-7,0.0,0.0,-201626.3514754278,-70808053.73819011
C,532,6,7,-4,0.0,0.0,-274945.02473921975,-71082998.76292934
D,532,6,7,-2,0.0,0.0,-311604.3613711157,-71394603.12430045
E,532,3,9,-1,0.0,0.0,-329934.0296870637,-71724537.15398751
F,532,0,12,-2,0.0,4.125,-366593.3663189597,-72091130.52030647
G,532,0,12,-2,0.0,0.0,-403252.7029508556,-72494383.22325732
H,532,4,12,-2,0.0,0.0,-439912.0395827516,-72934295.26284006
I,532,0,12,-1,0.0,0.0,-458241.70789869956,-73392536.97073877
J,532,8,30,0,0.0,0.0,-458241.70789869956,-73850778.67863747
A,541.0100673572438,6,7,-4,0.0,0.0,-47608.885927437455,-73898387.56456491
B,541.0100673572438,6,7,-7,0.0,0.0,-130924.436300453,-74029312.00086537
C,541.0100673572438,6,7,-4,0.0,0.0,-178533.32222789046,-74207845.32309327
D,541.0100673572438,6,7,-2,0.0,0.0,-202337.76519160916,-74410183.08828488
E,541.0100673572438,3,9,-1,0.0,0.0,-214239.98667346852,-74624423.07495835
F,541.0100673572438,0,12,-2,0.0,4.125,-238044.42963718725,-74862467.50459555
G,541.0100673572438,0,12,-2,0.0,0.0,-261848.872600906,-75124316.37719646
H,541.0100673572438,4,12,-1,0.0,0.0,-273751.09408276534,-75398067.47127923
I,541.0100673572438,0,12,-1,0.0,0.0,-285653.31556462473,-75683720.78684385
J,541.0100673572438,8,30,0,0.0,0.0,-285653.31556462473,-75969374.10240847
A,547.1583211015682,6,7,-4,0.0,0.0,-28430.198944131822,-75997804.3013526
B,547.1583211015682,6,7,-7,0.0,0.0,-78183.04709636251,-76075987.34844896
C,547.1583211015682,6,7,-4,0.0,0.0,-106613.24604049434,-76182600.59448946
D,547.1583211015682,6,7,-2,0.0,0.0,-120828.34551256023,-76303428.94000201
E,547.1583211015682,3,9,-1,0.0,0.0,-127935.89524859318,-76431364.8352506
F,547.1583211015682,0,12,-2,0.0,4.125,-142150.9947206591,-76573515.82997125
G,547.1583211015682,0,12,-2,0.0,0.0,-156366.09419272502,-76729881.92416398
H,547.1583211015682,4,12,-1,0.0,0.0,-163473.64392875799,-76893355.56809273
I,547.1583211015682,0,12,0,0.0,0.0,-163473.64392875799,-77056829.21202148
J,547.1583211015682,8,30,0,0.0,0.0,-163473.64392875799,-77220302.85595024
A,550.904511801688,6,7,-4,0.0,0.0,-15076.447093778008,-77235379.30304402
B,550.904511801688,6,7,-7,0.0,0.0,-41460.229507889526,-77276839.53255191
C,550.904511801688,6,7,-4,0.0,0.0,-56536.67660166754,-77333376.20915358
D,550.904511801688,6,7,-2,0.0,0.0,-64074.90014855653,-77397451.10930213
E,550.904511801688,3,9,-1,0.0,0.0,-67844.01192200104,-77465295.12122414
F,550.904511801688,0,12,-2,0.0,4.125,-75382.23546889004,-77540677.35669303
G,550.904511801688,0,12,-2,0.0,0.0,-82920.45901577905,-77623597.8157088
H,550.904511801688,4,12,1,0.0,0.0,-79151.34724233455,-77702749.16295114
I,550.904511801688,0,12,0,0.0,0.0,-79151.34724233455,-77781900.51019348
J,550.904511801688,8,30,0,0.0,0.0,-79151.34724233455,-77861051.85743582
A,554,6,7,-4,0.0,0.0,-6859.601847459292,-77867911.45928328
B,554,6,7,-6,0.0,0.0,-17149.00461864823,-77885060.46390192
C,554,6,7,-4,0.0,0.0,-24008.60646610752,-77909069.07036804
D,554,6,7,-2,0.0,0.0,-27438.407389837168,-77936507.47775787
E,554,3,9,-1,0.0,0.0,-29153.30785170199,-77965660.78560957
F,554,1,10,-4,0.0,4.125,-36012.90969916128,-78001673.69530873
G,554,0,12,-2,0.0,0.0,-39442.71062289093,-78041116.40593162
H,554,4,12,0,0.0,0.0,-39442.71062289093,-78080559.11655451
I,554,0,12,0,0.0,0.0,-39442.71062289093,-78120001.8271774
J,554,8,30,0,0.0,0.0,-39442.71062289093,-78159444.5378003
A,558,6,7,-4,0,0.0,-8928,-78168372.5378003
B,558,6,7,-6,0,0.0,-22320,-78190692.5378003
C,558,6,7,-4,0,0.0,-31248,-78221940.5378003
D,558,6,7,-2,0,0.0,-35712,-78257652.5378003
E,558,3,9,-1,0,0.0,-37944,-78295596.5378003
F,558,1,10,-4,0,4.125,-46872,-78342468.5378003
G,558,1,10,-4,0,0.0,-55800,-78398268.5378003
H,558,4,12,0,0.0,0.0,-55800,-78454068.5378003
I,558,0,12,0,0.0,0.0,-55800,-78509868.5378003
J,558,8,30,0,0.0,0.0,-55800,-78565668.5378003
A,563.0687352629326,6,7,-4,0.0,0.0,-18018.199528413843,-78583686.73732871
B,563.0687352629326,6,7,-6,0.0,0.0,-45045.498821034605,-78628732.23614974
C,563.0687352629326,6,7,-4,0.0,0.0,-63063.69834944845,-78691795.93449919
D,563.0687352629326,6,7,-2,0.0,0.0,-72072.79811365537,-78763868.73261285
E,563.0687352629326,3,9,0,0.0,0.0,-72072.79811365537,-78835941.5307265
F,563.0687352629326,1,10,-4,0.0,4.125,-90090.99764206921,-78926032.52836858
G,563.0687352629326,1,10,-4,0.0,0.0,-108109.19717048306,-79034141.72553906
H,563.0687352629326,4,12,0,0.0,0.0,-108109.19717048306,-79142250.92270954
I,563.0687352629326,0,12,0,0.0,0.0,-108109.19717048306,-79250360.11988002
J,563.0687352629326,8,30,0,0.0,0.0,-108109.19717048306,-79358469.3170505
A,566,6,7,-4,0.0,0.0,-6636.383364720613,-79365105.70041522
B,566,6,7,-6,0.0,0.0,-16590.958411801534,-79381696.65882702
C,566,6,7,-4,0.0,0.0,-23227.341776522146,-79404924.00060354
D,566,6,7,-2,0.0,0.0,-26545.53345888245,-79431469.53406243
E,566,3,9,0,0.0,0.0,-26545.53345888245,-79458015.06752132
F,566,1,10,-4,0.0,4.125,-33181.91682360307,-79491196.98434491
G,566,1,10,-4,0.0,0.0,-39818.30018832368,-79531015.28453323
H,566,0,12,0,0.0,0.0,-39818.30018832368,-79570833.58472155
I,566,0,12,0,0.0,0.0,-39818.30018832368,-79610651.88490987
J,566,8,30,0,0.0,0.0,-39818.30018832368,-79650470.18509819
A,566.0100673572438,6,7,-4,0.0,0.0,-2264.040269428975,-79652734.22536762
B,566.0100673572438,6,7,-6,0.0,0.0,-5660.100673572438,-79658394.32604119
C,566.0100673572438,6,7,-4,0.0,0.0,-7924.140943001413,-79666318.4669842
D,566.0100673572438,6,7,-2,0.0,0.0,-9056.1610777159,-79675374.62806192
E,566.0100673572438,3,9,0,0.0,0.0,-9056.1610777159,-79684430.78913964
F,566.0100673572438,1,10,-4,0.0,4.125,-11320.201347144875,-79695750.99048679
G,566.0100673572438,1,10,-4,0.0,0.0,-13584.24161657385,-79709335.23210336
H,566.0100673572438,0,12,-1,0.0,0.0,-14150.251683931094,-79723485.4837873
I,566.0100673572438,0,12,0,0.0,0.0,-14150.251683931094,-79737635.73547123
J,566.0100673572438,8,30,0,0.0,0.0,-14150.251683931094,-79751785.98715517
A,566.3969574652045,6,7,-4,0.0,0.0,-2242.779347810472,-79754028.76650298
B,566.3969574652045,6,7,-6,0.0,0.0,-5606.94836952618,-79759635.71487251
C,566.3969574652045,6,7,-4,0.0,0.0,-7849.727717336651,-79767485.44258985
D,566.3969574652045,6,7,-2,0.0,0.0,-8971.117391241887,-79776456.5599811
E,566.3969574652045,3,9,0,0.0,0.0,-8971.117391241887,-79785427.67737234
F,566.3969574652045,1,10,-4,0.0,4.125,-11213.89673905236,-79796641.57411139
G,566.3969574652045,1,10,-4,0.0,0.0,-13456.67608686283,-79810098.25019825
H,566.3969574652045,0,12,-1,0.0,0.0,-14017.37092381545,-79824115.62112206
I,566.3969574652045,0,12,1,0.0,0.0,-13456.67608686283,-79837572.29720892
J,566.3969574652045,8,30,0,0.0,0.0,-13456.67608686283,-79851028.97329578
A,567,6,7,-4,0.0,0.0,-1367.7004689161108,-79852396.67376469
B,567,6,7,-5,0.0,0.0,-3077.3260550612495,-79855473.99981976
C,567,6,7,-4,0.0,0.0,-4445.02652397736,-79859919.02634373
D,567,4,8,-1,0.0,0.0,-4786.951641206388,-79864705.97798494
E,567,3,9,0,0.0,0.0,-4786.951641206388,-79869492.92962614
F,567,1,10,-4,0.0,4.125,-6154.652110122499,-79875647.58173627
G,567,1,10,-4,0.0,0.0,-7522.352579038609,-79883169.93431531
H,567,0,12,-1,0.0,0.0,-7864.277696267637,-79891034.21201158
I,567,0,12,0,0.0,0.0,-7864.277696267637,-79898898.48970784
J,567,8,30,0,0.0,0.0,-7864.277696267637,-79906762.76740411
A,570.1833562960301,6,7,-4,0.0,0.0,-27368.801102209443,-79934131.56850632
B,570.1833562960301,6,7,-5,0.0,0.0,-61579.802479971244,-79995711.37098628
C,570.1833562960301,6,7,-4,0.0,0.0,-88948.60358218069,-80084659.97456846
D,570.1833562960301,4,8,-1,0.0,0.0,-95790.80385773306,-80180450.77842619
E,570.1833562960301,3,9,0,0.0,0.0,-95790.80385773306,-80276241.58228391
F,570.1833562960301,1,10,-4,0.0,4.125,-123159.60495994249,-80399401.18724386
G,570.1833562960301,1,10,-4,0.0,0.0,-150528.40606215195,-80549929.59330602
H,570.1833562960301,0,12,0,0.0,0.0,-150528.40606215195,-80700457.99936818
I,570.1833562960301,0,12,0,0.0,0.0,-150528.40606215195,-80850986.40543033
J,570.1833562960301,8,30,0,0.0,0.0,-150528.40606215195,-81001514.81149249
A,572.1583211015682,6,7,-4,0.0,0.0,-20178.06423765659,-81021692.87573014
B,572.1583211015682,6,7,-5,0.0,0.0,-45400.64453472732,-81067093.52026486
C,572.1583211015682,6,7,-4,0.0,0.0,-65578.7087723839,-81132672.22903726
D,572.1583211015682,4,8,-1,0.0,0.0,-70623.22483179806,-81203295.45386906
E,572.1583211015682,3,9,0,0.0,0.0,-70623.22483179806,-81273918.67870086
F,572.1583211015682,1,10,-4,0.0,4.125,-90801.28906945464,-81364719.96777032
G,572.1583211015682,1,10,-4,0.0,0.0,-110979.35330711123,-81475699.32107744
H,572.1583211015682,0,12,0,0.0,0.0,-110979.35330711123,-81586678.67438455
I,572.1583211015682,0,12,-1,0.0,0.0,-116023.86936652538,-81702702.54375108
J,572.1583211015682,8,30,0,0.0,0.0,-116023.86936652538,-81818726.4131176
A,575.904511801688,6,7,-4,0.0,0.0,-15760.614983621192,-81834487.02810122
B,575.904511801688,6,7,-5,0.0,0.0,-35461.38371314768,-81869948.41181436
C,575.904511801688,6,7,-4,0.0,0.0,-51221.998696768875,-81921170.41051114
D,575.904511801688,4,8,-1,0.0,0.0,-55162.152442674174,-81976332.56295381
E,575.904511801688,3,9,0,0.0,0.0,-55162.152442674174,-82031494.7153965
F,575.904511801688,1,10,-4,0.0,4.125,-70922.76742629537,-82102417.48282279
G,575.904511801688,1,10,-4,0.0,0.0,-86683.38240991656,-82189100.8652327
H,575.904511801688,0,12,-2,0.0,0.0,-94563.68990172716,-82283664.55513443
I,575.904511801688,0,12,-1,0.0,0.0,-98503.84364763246,-82382168.39878206
J,575.904511801688,8,30,0,0.0,0.0,-98503.84364763246,-82480672.24242969
A,579,6,7,-4,0.0,0.0,-7169.150667290487,-82487841.39309698
B,579,6,7,-5,0.0,0.0,-16130.589001403598,-82503971.98209839
C,579,6,7,-4,0.0,0.0,-23299.739668694085,-82527271.72176708
D,579,4,8,-1,0.0,0.0,-25092.027335516705,-82552363.74910259
E,579,1,10,1,0.0,0.0,-23299.739668694085,-82575663.48877129
F,579,1,10,-4,0.0,4.125,-30468.89033598457,-82606132.37910728
G,579,1,10,-4,0.0,0.0,-37638.04100327506,-82643770.42011055
H,579,0,12,-2,0.0,0.0,-41222.616336920306,-82684993.03644748
I,579,0,12,-1,0.0,0.0,-43014.90400374292,-82728007.94045122
J,579,8,30,0,0.0,0.0,-43014.90400374292,-82771022.84445496
A,588.0687352629326,6,7,-4,0.0,0.0,-54102.3236441898,-82825125.16809915
B,588.0687352629326,6,7,-4,0.0,0.0,-108204.6472883796,-82933329.81538753
C,588.0687352629326,6,7,-4,0.0,0.0,-162306.9709325694,-83095636.7863201
D,588.0687352629326,4,8,-1,0.0,0.0,-175832.55184361685,-83271469.33816372
E,588.0687352629326,1,10,-1,0.0,0.0,-189358.1327546643,-83460827.47091839
F,588.0687352629326,1,10,-4,0.0,4.125,-243460.45639885412,-83704287.92731725
G,588.0687352629326,1,10,-4,0.0,0.0,-297562.7800430439,-84001850.7073603
H,588.0687352629326,0,12,-2,0.0,0.0,-324613.9418651388,-84326464.64922544
I,588.0687352629326,0,12,-1,0.0,0.0,-338139.52277618623,-84664604.17200163
J,588.0687352629326,8,30,0,0.0,0.0,-338139.52277618623,-85002743.69477782
A,591.3969574652045,6,7,-4,0.0,0.0,-32955.63031657583,-85035699.32509439
B,591.3969574652045,6,7,-4,0.0,0.0,-65911.26063315166,-85101610.58572754
C,591.3969574652045,6,7,-4,0.0,0.0,-98866.89094972749,-85200477.47667727
D,591.3969574652045,4,8,-1,0.0,0.0,-107105.79852887146,-85307583.27520613
E,591.3969574652045,1,10,-1,0.0,0.0,-115344.70610801541,-85422927.98131415
F,591.3969574652045,1,10,-4,0.0,4.125,-148300.33642459125,-85571228.31773874
G,591.3969574652045,1,10,-4,0.0,0.0,-181255.9667411671,-85752484.28447992
H,591.3969574652045,0,12,-2,0.0,0.0,-197733.78189945497,-85950218.06637937
I,591.3969574652045,0,12,-2,0.0,0.0,-214211.5970577429,-86164429.66343711
J,591.3969574652045,8,30,0,0.0,0.0,-214211.5970577429,-86378641.26049486
A,595.1833562960301,6,7,-4,0.0,0.0,-25243.01777123652,-86403884.27826609
B,595.1833562960301,6,7,-4,0.0,0.0,-50486.03554247304,-86454370.31380856
C,595.1833562960301,6,7,-4,0.0,0.0,-75729.05331370956,-86530099.36712226
D,595.1833562960301,4,8,-1,0.0,0.0,-82039.8077565187,-86612139.17487878
E,595.1833562960301,1,10,-1,0.0,0.0,-88350.56219932782,-86700489.7370781
F,595.1833562960301,1,10,-4,0.0,4.125,-113593.57997056434,-86814083.31704867
G,595.1833562960301,1,10,-4,0.0,0.0,-138836.59774180086,-86952919.91479047
H,595.1833562960301,0,12,-3,0.0,0.0,-157768.86107022827,-87110688.7758607
I,595.1833562960301,0,12,-2,0.0,0.0,-170390.36995584652,-87281079.14581655
J,595.1833562960301,8,30,0,0.0,0.0,-170390.36995584652,-87451469.5157724
A,595.9310483742953,6,7,-4,0.0,0.0,-16248.99851560336,-87467718.51428801
B,595.9310483742953,6,7,-4,0.0,0.0,-32497.99703120672,-87500216.51131922
C,595.9310483742953,6,7,-4,0.0,0.0,-48746.99554681008,-87548963.50686602
D,595.9310483742953,4,8,-1,0.0,0.0,-52809.24517571092,-87601772.75204173
E,595.9310483742953,1,10,-1,0.0,0.0,-56871.49480461176,-87658644.24684633
F,595.9310483742953,1,10,-4,0.0,4.125,-73120.49332021513,-87731764.74016654
G,595.9310483742953,1,10,-4,0.0,0.0,-89369.49183581848,-87821134.23200236
H,595.9310483742953,0,12,-3,0.0,0.0,-101556.240722521,-87922690.47272488
I,595.9310483742953,0,12,0,0.0,0.0,-101556.240722521,-88024246.7134474
J,595.9310483742953,8,30,0,0.0,0.0,-101556.240722521,-88125802.95416993
A,602,6,7,-4,0.0,0.0,-14614.035514696916,-88140416.98968463
B,602,6,7,-4,0.0,0.0,-29228.071029393832,-88169645.06071402
C,602,6,7,-4,0.0,0.0,-43842.10654409075,-88213487.16725811
D,602,3,9,0,0.0,0.0,-43842.10654409075,-88257329.2738022
E,602,1,10,-1,0.0,0.0,-47495.615422764975,-88304824.88922498
F,602,1,10,-4,0.0,4.125,-62109.65093746189,-88366934.54016244
G,602,1,10,-4,0.0,0.0,-76723.6864521588,-88443658.22661461
H,602,0,12,-3,0.0,0.0,-87684.2130881815,-88531342.4397028
I,602,0,12,0,0.0,0.0,-87684.2130881815,-88619026.65279098
J,602,8,30,0,0.0,0.0,-87684.2130881815,-88706710.86587916
A,611.5044884221014,6,7,-4,0.0,0.0,-114962.84382335507,-88821673.70970252
B,611.5044884221014,6,7,-4,0.0,0.0,-229925.68764671014,-89051599.39734924
C,611.5044884221014,6,7,-4,0.0,0.0,-344888.5314700652,-89396487.9288193
D,611.5044884221014,3,9,0,0.0,0.0,-344888.5314700652,-89741376.46028936
E,611.5044884221014,1,10,-1,0.0,0.0,-373629.24242590397,-90115005.70271526
F,611.5044884221014,1,10,-4,0.0,4.125,-488592.086249259,-90603597.78896452
G,611.5044884221014,1,10,-3,0.0,0.0,-574814.2191167753,-91178412.0080813
H,611.5044884221014,0,12,-3,0.0,0.0,-661036.3519842916,-91839448.3600656
I,611.5044884221014,0,12,0,0.0,0.0,-661036.3519842916,-92500484.71204989
J,611.5044884221014,8,30,0,0.0,0.0,-661036.3519842916,-93161521.06403418
A,617.9052419354856,6,7,-4,0.0,0.0,-92674.6926121449,-93254195.75664632
B,617.9052419354856,6,7,-4,0.0,0.0,-185349.3852242898,-93439545.1418706
C,617.9052419354856,6,7,-4,0.0,0.0,-278024.0778364347,-93717569.21970704
D,617.9052419354856,3,9,0,0.0,0.0,-278024.0778364347,-93995593.29754348
E,617.9052419354856,1,10,-1,0.0,0.0,-301192.7509894709,-94296786.04853295
F,617.9052419354856,1,10,-4,0.0,4.125,-393867.4436016158,-94690653.49213457
G,617.9052419354856,1,10,-3,0.0,0.0,-463373.46306072455,-95154026.9551953
H,617.9052419354856,0,12,-3,0.0,0.0,-532879.4825198331,-95686906.43771513
I,617.9052419354856,0,12,0,0.0,0.0,-532879.4825198331,-96219785.92023496
J,617.9052419354856,8,30,1,0.0,0.0,-509710.809366797,-96729496.72960176
A,620.9310483742953,6,7,-3,0.0,0.0,-57923.10217183199,-96787419.8317736
B,620.9310483742953,6,7,-4,0.0,0.0,-135153.90506760796,-96922573.7368412
C,620.9310483742953,6,7,-4,0.0,0.0,-212384.70796338396,-97134958.44480458
D,620.9310483742953,3,9,0,0.0,0.0,-212384.70796338396,-97347343.15276796
E,620.9310483742953,1,10,-1,0.0,0.0,-231692.40868732796,-97579035.56145528
F,620.9310483742953,1,10,-4,0.0,4.125,-308923.2115831039,-97887958.77303839
G,620.9310483742953,1,10,-3,0.0,0.0,-366846.3137549359,-98254805.08679332
H,620.9310483742953,0,12,-3,0.0,0.0,-424769.4159267679,-98679574.50272009
I,620.9310483742953,0,12,-2,0.0,0.0,-463384.8173746559,-99142959.32009475
J,620.9310483742953,8,30,0,0.0,0.0,-463384.8173746559,-99606344.13746941
A,622.4501089844922,6,7,-3,0.0,0.0,-52414.56599550099,-99658758.70346491
B,622.4501089844922,6,7,-4,0.0,0.0,-122300.6539895023,-99781059.35745442
C,622.4501089844922,6,7,-4,0.0,0.0,-192186.74198350363,-99973246.09943792
D,622.4501089844922,3,9,0,0.0,0.0,-192186.74198350363,-100165432.84142143
E,622.4501089844922,1,10,-1,0.0,0.0,-209658.26398200396,-100375091.10540342
F,622.4501089844922,1,10,-4,0.0,4.125,-279544.35197600524,-100654635.45737943
G,622.4501089844922,1,10,2,0.0,0.0,-244601.3079790046,-100899236.76535843
H,622.4501089844922,0,12,-3,0.0,0.0,-297015.87397450564,-101196252.63933294
I,622.4501089844922,0,12,-2,0.0,0.0,-331958.91797150625,-101528211.55730444
J,622.4501089844922,8,30,0,0.0,0.0,-331958.91797150625,-101860170.47527595
A,623.9268001994022,6,7,-3,0.0,0.0,-49695.56564084591,-101909866.0409168
B,623.9268001994022,6,7,-3,0.0,0.0,-99391.13128169182,-102009257.17219849
C,623.9268001994022,6,7,-3,0.0,0.0,-149086.69692253775,-102158343.86912103
D,623.9268001994022,3,9,0,0.0,0.0,-149086.69692253775,-102307430.56604357
E,623.9268001994022,1,10,-1,0.0,0.0,-165651.88546948638,-102473082.45151305
F,623.9268001994022,1,10,-3,0.0,4.125,-215347.45111033227,-102688429.90262339
G,623.9268001994022,1,10,0,0.0,0.0,-215347.45111033227,-102903777.35373372
H,623.9268001994022,0,12,-3,0.0,0.0,-265043.0167511782,-103168820.3704849
I,623.9268001994022,0,12,-2,0.0,0.0,-298173.3938450755,-103466993.76432998
J,623.9268001994022,8,30,0,0.0,0.0,-298173.3938450755,-103765167.15817507
A,630.2401744778491,6,7,-3,0.0,0.0,-47406.41345114012,-103812573.5716262
B,630.2401744778491,6,7,-3,0.0,0.0,-94812.82690228024,-103907386.39852849
