99|1|0|119|14
97|3|0|119|27
97|3|0|120|33
98|2|0|120|39
100|0|0|120|52
99|1|0|120|56
98|2|0|120|71
97|3|0|120|75
95|5|0|120|77
94|6|0|120|78
95|5|0|120|81
94|6|0|120|89
95|5|0|120|96
95|5|0|121|99
96|4|0|121|100
98|2|0|121|102
99|1|0|121|103
99|1|0|122|104
98|2|0|122|110
97|3|0|122|111
98|2|0|122|114
97|3|0|122|115
96|4|0|122|125
96|4|0|122|128
96|4|0|124|129
97|3|0|125|135
98|2|0|125|136
99|1|0|125|140
98|2|0|125|140
97|3|0|125|147
98|2|0|125|150
97|3|0|125|153
96|4|0|125|157
96|4|0|127|164
97|3|0|127|165
98|2|0|127|172
99|1|0|127|178
100|0|0|127|182
100|0|0|124|191
99|1|0|124|200
98|2|0|124|204
97|3|0|124|220
96|4|0|124|221
97|3|0|124|225
96|4|0|124|226
97|3|0|124|229
96|4|0|124|239
97|3|0|124|245
97|3|0|124|246
98|2|0|124|246
99|1|0|124|251
98|2|0|124|258
97|3|0|124|262
97|3|0|126|263
97|3|0|126|264
98|2|0|126|283
97|3|0|126|284
98|2|0|126|287
99|1|0|126|289
98|2|0|126|305
99|1|0|126|309
98|2|0|126|322
98|2|0|124|326
99|1|0|124|330
98|2|0|124|332
97|3|0|124|336
98|2|0|124|347
97|3|0|124|350
98|2|0|124|357
99|1|0|124|361
98|2|0|124|363
97|3|0|124|367
96|4|0|124|374
97|3|0|124|375
97|3|0|122|382
98|2|0|122|388
98|2|0|119|391
99|1|0|119|392
100|0|0|119|399
99|1|0|119|405
98|2|0|119|420
98|2|0|116|428
99|1|0|116|430
100|0|0|117|445
99|1|0|117|465
98|2|0|117|473
98|2|0|118|477
97|3|0|118|488
98|2|0|118|490
98|2|0|118|492
99|1|0|118|498
98|2|0|118|505
99|1|0|118|513
97|3|0|118|517
95|5|0|118|520
96|4|0|118|530
96|4|0|115|532
95|5|0|115|534
97|3|0|115|542
99|1|0|115|545
99|1|0|113|554
99|1|0|111|558
100|0|0|111|559
100|0|0|111|566
100|0|0|112|567
100|0|0|113|579
100|0|0|114|602
100|0|0|111|649
100|0|0|108|651
100|0|0|110|673
99|1|0|110|681
99|1|0|111|701
98|2|0|111|702
99|1|0|111|706
98|2|0|111|719
98|2|0|111|727
99|1|0|111|744
100|0|0|111|752
100|0|0|112|771
100|0|0|112|777
100|0|0|112|784
100|0|0|113|797
100|0|0|114|882
100|0|0|115|888
100|0|0|117|890
99|1|0|117|916
99|1|0|118|920
99|1|0|119|928
99|1|0|117|937
100|0|0|117|941
100|0|0|118|955
100|0|0|119|1007
100|0|0|121|1031
100|0|0|122|1037
100|0|0|119|1043
99|1|0|119|1098
98|2|0|120|1105
98|2|0|122|1108
99|1|0|122|1123
100|0|0|122|1130
100|0|0|123|1132
99|1|0|123|1135
99|1|0|124|1143
99|1|0|126|1152
98|2|0|126|1155
99|1|0|127|1160
99|1|0|125|1168
100|0|0|125|1180
99|1|0|125|1216
99|1|0|126|1238
100|0|0|126|1241
100|0|0|123|1243
100|0|0|124|1264
100|0|0|122|1267
99|1|0|122|1286
99|1|0|122|1290
98|2|0|122|1293
99|1|0|122|1311
100|0|0|122|1318
100|0|0|119|1322
99|1|0|119|1351
100|0|0|119|1376
99|1|0|119|1384
99|1|0|117|1392
99|1|0|117|1408
100|0|0|117|1409
99|1|0|117|1417
98|2|0|117|1418
98|2|0|119|1441
99|1|0|119|1442
100|0|0|121|1443
99|1|0|121|1443
99|1|0|119|1445
98|2|0|119|1459
99|1|0|119|1468
99|1|0|116|1472
100|0|0|116|1484
99|1|0|116|1500
98|2|0|116|1524
99|1|0|116|1525
98|2|0|116|1530
98|2|0|116|1541
99|1|0|116|1549
100|0|0|116|1555
100|0|0|117|1559
99|1|0|117|1562
99|1|0|114|1563
98|2|0|114|1581
98|2|0|114|1582
98|2|0|115|1583
99|1|0|115|1587
98|2|0|115|1589
97|3|0|115|1595
98|2|0|115|1606
99|1|0|115|1614
100|0|0|115|1620
100|0|0|116|1623
99|1|0|116|1647
99|1|0|117|1648
98|2|0|117|1658
98|2|0|118|1669
99|1|0|118|1672
100|0|0|118|1683
100|0|0|116|1685
99|1|0|116|1698
98|2|0|116|1722
