12|0|0|12|0|14
12|0|0|12|0|27
12|0|0|12|0|33
12|0|0|12|0|39
12|0|0|12|0|52
12|0|0|12|0|56
12|0|0|12|0|71
11|1|0|12|0|75
11|1|0|12|0|77
12|1|0|12|1|78
12|1|0|12|0|81
12|1|0|12|0|89
12|1|0|12|0|96
12|1|0|12|0|99
13|0|0|12|0|100
13|0|0|12|0|102
13|0|0|12|0|103
13|0|0|12|0|104
13|0|0|12|0|110
12|1|0|12|0|111
12|1|0|12|0|114
12|1|0|12|0|115
12|1|0|12|0|125
12|1|0|12|0|128
12|1|0|12|0|129
12|1|0|12|0|135
13|0|0|12|0|136
13|0|0|12|0|140
13|0|0|12|0|143
13|0|0|12|0|150
13|0|0|12|0|156
13|0|0|12|0|158
13|0|0|12|0|164
13|0|0|12|0|168
13|0|0|12|0|181
13|0|0|12|0|183
13|0|0|12|0|184
13|0|0|12|0|191
13|0|0|12|0|204
13|0|0|12|0|209
12|1|0|12|0|221
12|1|0|12|0|224
12|1|0|12|0|227
12|1|0|12|0|229
12|1|0|12|0|239
12|1|0|10|0|246
13|0|0|10|0|246
13|0|0|10|0|249
13|0|0|10|0|252
13|0|0|10|0|254
12|1|0|10|0|257
12|1|0|10|0|263
12|1|0|10|0|264
9|1|0|10|-3|264
6|1|0|10|-3|279
5|0|0|10|-2|282
4|0|0|10|-1|289
4|0|0|10|0|293
4|0|0|10|0|309
4|0|0|10|0|318
5|0|0|10|1|325
6|0|0|10|1|326
7|0|0|10|1|334
7|0|0|10|0|336
7|0|0|10|0|340
8|0|0|10|1|350
9|0|0|10|1|354
10|0|0|10|1|361
10|0|0|10|0|365
10|0|0|10|0|377
10|0|0|10|0|379
10|0|0|10|0|382
10|0|0|10|0|390
10|0|0|10|0|391
10|1|0|10|1|392
10|1|0|10|0|402
10|1|0|10|0|404
10|1|0|10|0|406
11|0|0|10|0|417
11|0|0|10|0|421
8|0|0|7|-3|428
7|0|0|7|-1|429
7|0|0|7|0|431
7|0|0|7|0|445
7|0|0|7|0|446
7|0|0|7|0|474
7|0|0|7|0|477
7|0|0|7|0|492
7|0|0|7|0|499
3|0|0|7|-4|504
3|0|0|7|0|509
3|0|0|7|0|519
2|0|0|7|-1|521
1|0|0|7|-1|528
0|0|0|7|-1|528
0|0|0|7|0|529
1|0|0|7|1|532
1|0|0|7|0|534
1|0|0|7|0|544
1|0|0|7|0|546
1|0|0|7|0|553
1|0|0|7|0|554
1|0|0|7|0|558
1|0|0|7|0|566
2|0|0|7|1|567
2|0|0|7|0|579
2|0|0|7|0|586
2|0|0|7|0|592
1|0|0|7|-1|602
1|0|0|7|0|611
1|0|0|7|0|649
1|0|0|7|0|651
2|0|0|7|1|673
2|0|0|7|0|677
3|0|0|7|1|701
4|0|0|7|1|702
4|0|0|8|0|771
4|0|0|8|0|777
4|0|0|8|0|784
4|0|0|9|0|797
4|0|0|9|0|882
4|0|0|10|0|888
4|0|0|10|0|890
5|0|0|10|1|920
5|0|0|10|0|928
5|0|0|10|0|937
5|0|0|10|0|955
5|0|0|10|0|1007
5|0|0|12|0|1031
5|0|0|12|0|1034
6|0|0|12|1|1037
6|0|0|12|0|1043
6|0|0|12|0|1059
6|0|0|12|0|1105
6|0|0|12|0|1108
6|0|0|12|0|1132
7|0|0|12|1|1140
7|0|0|12|0|1143
7|0|0|12|0|1152
6|1|0|12|0|1157
6|1|0|12|0|1160
6|1|0|12|0|1165
6|1|0|12|0|1168
7|0|0|12|0|1182
7|0|0|12|0|1219
7|0|0|12|0|1224
7|0|0|12|0|1238
7|0|0|12|0|1243
7|0|0|12|0|1244
7|0|0|12|0|1249
7|0|0|12|0|1260
7|0|0|12|0|1261
7|0|0|12|0|1262
7|0|0|12|0|1264
7|0|0|10|0|1267
7|0|0|10|0|1277
7|0|0|10|0|1285
7|0|0|10|0|1286
7|0|0|10|0|1287
7|0|0|10|0|1290
7|0|0|10|0|1299
7|0|0|10|0|1302
7|0|0|10|0|1318
7|0|0|7|0|1322
7|0|0|7|0|1324
7|0|0|7|0|1343
7|0|0|7|0|1346
7|0|0|7|0|1358
7|0|0|7|0|1368
7|0|0|7|0|1371
7|0|0|7|0|1383
7|0|0|7|0|1392
7|0|0|7|0|1393
7|0|0|7|0|1405
7|0|0|7|0|1408
7|0|0|7|0|1411
7|0|0|7|0|1430
7|0|0|7|0|1436
7|0|0|7|0|1441
7|0|0|7|0|1443
7|0|0|7|0|1445
7|0|0|7|0|1460
7|0|0|7|0|1472
7|0|0|7|0|1485
7|0|0|7|0|1492
7|0|0|7|0|1517
7|0|0|7|0|1541
7|0|0|7|0|1545
7|1|0|7|1|1552
7|1|0|7|0|1559
7|1|0|7|0|1563
7|1|0|7|0|1568
7|1|0|7|0|1570
8|0|0|7|0|1577
8|0|0|7|0|1582
8|0|0|7|0|1583
8|0|0|7|0|1592
8|0|0|7|0|1593
8|0|0|7|0|1610
8|0|0|7|0|1617
8|0|0|7|0|1623
8|0|0|7|0|1635
8|0|0|7|0|1648
8|0|0|7|0|1669
8|0|0|7|0|1685
7|1|0|7|0|1694
7|1|0|7|0|1698
8|0|0|7|0|1719
8|0|0|7|0|1723
8|0|0|7|0|1736
8|0|0|7|0|1738
8|0|0|7|0|1750
8|0|0|7|0|1762
8|0|0|7|0|1773
8|0|0|7|0|1777
8|0|0|7|0|1798
8|0|0|7|0|1802
8|0|0|7|0|1806
8|0|0|7|0|1808
8|0|0|7|0|1831
8|0|0|7|0|1833
8|0|0|7|0|1842
8|0|0|7|0|1867
8|0|0|8|0|1885
8|0|0|8|0|1900
8|0|0|8|0|1911
9|0|0|9|1|1915
9|0|0|9|0|1926
9|0|0|9|0|1932
9|0|0|9|0|1936
9|0|0|9|0|1940
9|0|0|9|0|1951
9|0|0|9|0|1956
9|0|0|9|0|1962
9|0|0|9|0|1965
9|0|0|9|0|1976
9|0|0|9|0|1987
9|0|0|9|0|1991
10|0|0|10|1|2014
10|0|0|10|0|2016
10|1|0|10|1|2018
10|1|0|10|0|2038
11|0|0|10|0|2043
11|0|0|10|0|2051
11|0|0|10|0|2052
11|0|0|10|0|2067
11|0|0|10|0|2076
11|0|0|10|0|2078
11|0|0|10|0|2080
11|0|0|10|0|2090
10|1|0|10|0|2094
10|1|0|10|0|2102
10|1|0|10|0|2103
10|1|0|10|0|2109
10|1|0|10|0|2115
10|1|0|10|0|2118
11|0|0|10|0|2119
12|0|0|12|1|2147
12|0|0|12|0|2159
12|0|0|12|0|2164
12|0|0|12|0|2174
12|0|0|12|0|2176
12|0|0|12|0|2184
12|0|0|12|0|2189
12|0|0|12|0|2201
12|0|0|12|0|2210
12|0|0|12|0|2223
12|0|0|12|0|2234
12|1|0|12|1|2240
12|1|0|12|0|2243
12|1|0|12|0|2248
12|1|0|12|0|2252
12|1|0|12|0|2259
13|0|0|12|0|2265
13|0|0|12|0|2268
13|0|0|12|0|2275
13|0|0|12|0|2276
13|0|0|12|0|2278
13|0|0|12|0|2284
13|0|0|12|0|2300
13|0|0|12|0|2303
12|1|0|12|0|2312
12|1|0|12|0|2317
12|1|0|12|0|2318
12|1|0|12|0|2320
12|1|0|12|0|2322
12|1|0|12|0|2327
12|1|0|12|0|2329
12|1|0|12|0|2335
13|0|0|12|0|2337
13|0|0|12|0|2343
13|0|0|12|0|2344
13|0|0|12|0|2345
13|0|0|12|0|2352
13|0|0|12|0|2354
13|0|0|12|0|2356
13|0|0|12|0|2361
12|1|0|12|0|2366
12|1|0|12|0|2369
12|1|0|12|0|2370
12|1|0|12|0|2371
12|1|0|12|0|2378
12|1|0|12|0|2379
12|1|0|12|0|2380
12|1|0|12|0|2381
12|1|0|12|0|2386
12|1|0|12|0|2391
12|1|0|12|0|2395
12|1|0|12|0|2396
12|2|0|12|1|2397
12|2|0|12|0|2398
12|2|0|10|0|2399
12|2|0|10|0|2403
12|2|0|10|0|2404
11|2|0|10|-1|2415
12|1|0|10|0|2416
10|1|0|10|-2|2417
10|0|0|10|-1|2422
10|0|0|10|0|2423
10|0|0|10|0|2434
10|0|0|10|0|2437
10|0|0|10|0|2442
10|0|0|10|0|2453
10|0|0|10|0|2454
10|0|0|10|0|2455
10|0|0|10|0|2459
10|0|0|10|0|2460
10|0|0|10|0|2462
10|0|0|10|0|2465
10|0|1|10|1|2467
10|0|1|10|0|2478
10|0|1|10|0|2480
10|0|1|10|0|2481
10|0|1|10|0|2490
10|0|1|10|0|2494
10|0|1|10|0|2500
10|0|1|10|0|2503
10|0|1|7|0|2510
8|0|1|7|-2|2514
7|0|1|7|-1|2517
7|0|1|7|0|2520
7|0|1|7|0|2523
7|0|1|7|0|2525
7|0|1|7|0|2528
7|0|1|7|0|2534
7|0|1|7|0|2535
7|0|1|7|0|2542
7|0|1|7|0|2545
7|0|1|7|0|2555
7|0|1|7|0|2558
7|0|1|7|0|2567
7|0|1|7|0|2572
7|0|1|7|0|2576
7|0|1|7|0|2580
7|0|1|7|0|2582
7|0|1|7|0|2583
7|0|1|7|0|2599
7|0|1|7|0|2601
7|0|1|7|0|2604
7|0|1|7|0|2610
7|0|1|7|0|2614
7|0|1|7|0|2615
7|0|1|7|0|2617
6|0|1|7|-1|2623
7|0|1|7|1|2624
7|0|1|7|0|2629
7|0|1|7|0|2634
7|0|1|7|0|2640
7|0|1|7|0|2642
7|0|1|7|0|2644
5|0|1|7|-2|2651
5|0|1|7|0|2653
5|0|1|7|0|2658
5|0|1|7|0|2669
5|0|1|7|0|2678
5|0|1|7|0|2683
5|0|1|7|0|2694
5|0|1|7|0|2700
5|0|1|7|0|2702
5|0|1|7|0|2710
6|0|1|7|1|2727
7|0|1|7|1|2735
7|0|1|7|0|2738
7|0|1|7|0|2750
7|0|1|7|0|2752
7|0|1|7|0|2758
7|0|1|7|0|2763
7|0|1|7|0|2775
7|0|1|7|0|2783
7|0|1|7|0|2788
7|0|1|7|0|2798
7|0|1|7|0|2807
7|0|1|7|0|2809
7|0|1|7|0|2812
7|0|1|7|0|2817
7|0|1|7|0|2823
7|0|1|7|0|2826
6|0|1|7|-1|2831
6|0|1|7|0|2832
6|0|1|7|0|2834
6|0|1|7|0|2842
5|0|1|7|-1|2846
5|0|1|7|0|2848
5|0|1|8|0|2863
5|0|1|8|0|2866
5|0|1|8|0|2872
5|0|1|8|0|2873
5|0|1|8|0|2877
6|0|1|8|1|2880
6|0|1|9|0|2889
6|0|1|9|0|2897
6|0|1|9|0|2903
6|0|1|9|0|2917
6|0|1|9|0|2922
5|0|2|9|0|2936
5|0|2|9|0|2942
5|0|2|9|0|2944
5|0|2|9|0|2945
5|0|2|9|0|2966
6|0|2|9|1|2973
6|0|2|9|0|2978
7|0|2|9|1|2983
8|0|2|9|1|2987
8|0|2|10|0|2989
7|0|3|10|0|3005
7|0|3|10|0|3043
7|0|3|10|0|3056
8|0|3|10|1|3061
8|0|3|10|0|3071
8|0|3|10|0|3085
8|0|3|12|0|3099
8|0|3|12|0|3119
8|0|3|12|0|3125
8|0|3|12|0|3144
9|0|3|12|1|3153
10|0|3|12|1|3155
10|0|3|12|0|3192
11|0|3|12|1|3211
12|0|3|12|1|3217
12|0|3|12|0|3220
12|0|4|12|1|3224
12|0|4|10|0|3290
12|0|4|10|0|3294
11|0|5|10|0|3296
11|0|5|10|0|3327
11|0|5|10|0|3345
11|0|5|10|0|3395
11|0|5|10|0|3396
11|0|5|10|0|3415
11|0|5|10|0|3419
11|0|5|10|0|3425
7|0|5|7|-4|3433
4|0|5|7|-3|3445
4|0|5|7|0|3453
2|0|5|7|-2|3468
2|0|5|7|0|3473
2|0|5|7|0|3478
2|0|5|7|0|3484
3|0|5|7|1|3509
2|0|5|7|-1|3513
2|0|5|7|0|3525
2|0|5|7|0|3530
2|0|5|7|0|3554
2|0|5|7|0|3569
2|0|5|7|0|3575
2|0|5|7|0|3584
3|0|5|7|1|3601
4|0|5|7|1|3642
5|0|5|7|1|3650
6|0|5|7|1|3660
7|0|5|7|1|3667
7|0|5|7|0|3705
7|0|5|7|0|3732
7|0|5|7|0|3743
7|0|5|7|0|3756
5|0|5|7|-2|3771
5|0|5|7|0|3772
4|0|5|7|-1|3787
4|0|5|7|0|3799
3|0|5|7|-1|3806
2|0|6|7|0|3813
1|0|6|7|-1|3822
0|0|6|7|-1|3827
0|0|6|7|0|3843
1|0|6|7|1|3849
0|0|6|7|-1|3853
0|0|6|7|0|3859
0|0|6|7|0|3865
0|0|6|7|0|3868
0|0|6|7|0|3870
0|0|6|7|0|3871
0|0|6|7|0|3884
0|0|6|7|0|3886
1|0|6|7|1|3915
1|0|6|7|0|3919
1|0|6|7|0|3924
1|0|6|7|0|3939
1|0|6|7|0|3944
1|0|6|7|0|3951
1|0|6|7|0|3957
1|0|6|7|0|3967
1|0|6|7|0|3980
1|0|6|8|0|3981
1|0|6|8|0|3994
1|0|6|8|0|4007
1|0|6|9|0|4008
1|0|6|9|0|4017
1|0|6|9|0|4020
1|0|6|9|0|4032
1|0|6|9|0|4039
1|0|6|9|0|4041
0|0|7|9|0|4060
0|0|7|9|0|4066
0|0|7|9|0|4070
