53|14|33|112|2012
53|14|33|113|2014
52|15|33|113|2022
53|14|33|113|2023
52|15|33|113|2030
52|15|33|113|2038
51|16|33|113|2043
50|17|33|113|2049
49|17|34|113|2050
49|17|34|114|2052
48|18|34|114|2056
49|17|34|114|2059
50|16|34|114|2060
51|15|34|114|2061
50|15|35|114|2062
49|15|36|115|2067
50|14|36|115|2070
51|13|36|115|2074
52|12|36|115|2080
53|11|36|115|2089
53|11|36|115|2092
54|10|36|115|2095
55|9|36|115|2101
55|9|36|116|2102
56|8|36|116|2106
56|8|36|114|2109
57|7|36|114|2117
57|7|36|116|2118
58|6|36|116|2120
59|5|36|116|2121
57|6|37|116|2124
57|5|38|116|2137
56|5|39|116|2141
55|5|40|116|2146
55|5|40|118|2147
54|6|40|118|2158
53|6|41|118|2159
52|6|42|118|2160
51|6|43|118|2173
52|5|43|118|2173
51|5|44|118|2181
51|5|44|119|2184
50|6|44|119|2189
49|6|45|119|2192
50|5|45|119|2198
49|5|46|119|2201
48|6|46|119|2203
49|5|46|116|2210
50|4|46|116|2214
49|4|47|116|2218
50|3|47|116|2219
49|3|48|116|2220
50|2|48|116|2224
51|1|48|116|2232
51|1|48|117|2234
50|1|49|117|2237
49|2|49|117|2244
49|2|49|117|2248
48|3|49|117|2257
48|3|49|118|2259
47|4|49|120|2276
47|4|49|121|2284
46|4|50|121|2284
45|4|51|121|2290
46|3|51|121|2293
45|3|52|121|2314
45|3|52|122|2322
44|3|53|122|2331
45|2|53|122|2334
45|2|53|122|2335
44|3|53|122|2342
44|3|53|123|2356
43|3|54|123|2358
42|3|55|123|2360
41|4|55|123|2362
40|4|56|123|2363
41|3|56|123|2364
42|2|56|123|2366
42|2|56|121|2381
43|1|56|121|2386
42|1|57|121|2393
42|1|57|119|2399
41|2|57|119|2401
40|2|58|119|2406
39|2|59|119|2410
39|2|59|120|2415
38|2|60|120|2416
37|3|60|120|2423
36|4|60|120|2441
37|3|60|120|2452
37|3|60|118|2460
36|3|61|118|2464
35|4|61|118|2470
36|3|61|118|2491
36|3|61|115|2503
35|4|61|115|2506
35|4|61|112|2510
35|4|61|114|2517
35|4|61|116|2525
35|4|61|117|2534
34|4|62|117|2552
35|3|62|117|2560
35|3|62|114|2567
35|3|62|115|2572
34|3|63|115|2591
35|2|63|115|2596
34|3|63|115|2604
34|3|63|116|2610
35|2|63|116|2623
34|3|63|116|2637
34|3|63|117|2640
34|3|63|118|2651
32|4|64|118|2655
31|4|65|118|2660
30|5|65|118|2664
31|4|65|118|2668
32|3|65|118|2678
31|3|66|118|2693
30|3|67|118|2696
29|3|68|118|2703
28|4|68|118|2726
29|3|68|118|2727
28|4|68|118|2735
28|4|68|119|2738
28|4|68|121|2783
28|4|68|119|2812
27|4|69|119|2824
27|4|69|117|2826
26|5|69|117|2830
26|5|69|119|2846
26|5|69|120|2863
26|5|69|120|2866
25|6|69|120|2870
24|7|69|121|2877
24|7|69|118|2880
25|6|69|118|2887
25|6|69|119|2889
25|6|69|120|2903
25|6|69|121|2944
25|6|69|118|2945
25|6|69|119|2973
25|6|69|107|2978
25|6|69|108|2987
25|6|69|109|2989
26|5|69|109|3024
26|5|69|110|3061
25|5|70|110|3065
25|5|70|108|3071
26|4|70|108|3075
27|3|70|108|3084
26|3|71|108|3095
26|3|71|110|3099
26|3|71|107|3119
26|3|71|109|3144
26|3|71|95|3153
26|3|71|97|3155
25|4|71|97|3183
24|4|72|97|3199
24|4|72|94|3217
23|5|72|94|3271
23|5|72|92|3290
23|5|72|93|3294
22|6|72|93|3307
21|6|73|93|3311
21|6|73|94|3327
21|6|73|95|3396
21|6|73|96|3415
21|6|73|94|3419
22|5|73|94|3424
21|6|73|94|3430
21|6|73|92|3433
21|6|73|90|3445
22|5|73|90|3450
20|7|73|90|3461
19|8|73|90|3473
18|9|73|90|3491
17|10|73|90|3508
18|9|73|90|3520
17|10|73|90|3527
16|11|73|91|3530
15|12|73|91|3534
13|13|74|91|3536
14|11|75|91|3540
15|10|75|91|3542
16|9|75|91|3543
15|10|75|91|3545
16|9|75|91|3566
15|10|75|91|3568
15|10|75|93|3569
16|9|75|93|3570
16|9|75|90|3575
17|8|75|90|3581
16|8|76|90|3582
17|7|76|90|3582
16|7|77|87|3584
15|7|78|87|3586
14|7|79|87|3587
13|8|79|87|3589
12|8|80|87|3595
13|7|80|87|3598
13|7|80|57|3601
12|8|80|57|3604
13|7|80|57|3617
11|8|81|57|3620
12|7|81|57|3624
11|8|81|57|3625
10|9|81|57|3631
9|10|81|57|3640
9|10|81|58|3642
9|10|81|60|3650
8|11|81|60|3656
9|10|81|60|3658
8|10|82|60|3663
6|11|83|60|3664
6|11|83|61|3667
5|12|83|61|3676
6|11|83|61|3679
5|11|84|61|3681
6|10|84|61|3694
5|10|85|61|3698
6|9|85|61|3710
7|8|85|61|3715
6|8|86|61|3717
7|7|86|61|3721
6|7|87|61|3724
7|6|87|61|3730
7|6|87|62|3743
8|5|87|62|3746
9|4|87|62|3754
9|4|87|63|3756
8|4|88|63|3758
9|3|88|63|3766
9|3|88|64|3771
8|3|89|64|3779
7|3|90|64|3794
6|3|91|64|3810
5|3|92|64|3815
4|3|93|64|3821
3|3|94|64|3830
2|3|95|64|3846
1|3|96|64|3854
1|3|96|62|3865
0|3|97|62|3865
0|3|97|63|3871
0|3|97|61|3919
0|3|97|63|3924
0|3|97|60|3967
0|3|97|61|3981
0|3|97|62|4008
0|3|97|59|4020
0|3|97|61|4032
0|3|97|62|4041
0|3|97|54|4066
0|3|97|55|4098
0|3|97|43|4104
0|3|97|44|4137
0|3|97|45|4175
0|3|97|36|4276
0|3|97|26|4297
0|3|97|24|4323
0|3|97|14|4457
0|3|97|15|4492
0|3|97|8|4510
0|3|97|0|4523
end
