10|0|0|12|0|14|4
10|0|0|12|0|25|4
10|0|0|12|0|27|4
11|0|0|12|1|33|4
12|0|0|12|1|39|4
12|0|0|12|0|50|4
12|0|0|12|0|52|4
12|1|0|12|1|56|4
12|1|0|12|0|72|4
12|1|0|12|0|75|4
12|1|0|12|0|76|4
12|1|0|12|0|77|4
13|0|0|12|0|81|4
13|0|0|12|0|97|4
12|0|0|12|-1|99|4
12|0|0|12|0|100|4
10|0|0|12|-2|101|4
10|0|0|12|0|102|4
10|0|0|12|0|104|4
10|0|0|12|0|111|4
10|0|0|12|0|113|4
9|0|0|12|-1|116|4
9|0|0|12|0|125|4
8|0|0|12|-1|126|4
7|0|0|12|-1|128|4
7|0|0|12|0|129|4
8|0|0|12|1|135|4
8|0|0|12|0|136|4
7|0|0|12|-1|138|4
7|0|0|12|0|141|4
7|0|0|12|0|149|4
8|0|0|12|1|150|4
7|0|0|12|-1|156|4
7|0|0|12|0|163|4
7|0|0|12|0|164|4
7|0|0|12|0|174|4
7|0|0|12|0|177|4
7|0|0|12|0|181|4
7|0|0|12|0|188|4
7|0|0|12|0|191|4
8|0|0|12|1|202|4
8|0|0|12|0|221|4
8|0|0|12|0|228|4
9|0|0|12|1|233|4
9|0|0|12|0|242|4
9|0|0|12|0|243|4
9|0|0|12|0|246|4
9|0|0|12|0|246|4
9|0|0|12|0|253|4
9|0|0|12|0|258|4
9|0|0|12|0|263|4
9|0|0|12|0|267|4
9|0|0|12|0|268|4
9|0|0|12|0|270|4
9|0|0|12|0|283|4
9|0|0|12|0|292|4
9|0|0|12|0|295|4
9|0|0|12|0|309|4
10|0|0|12|1|317|4
10|0|0|12|0|325|4
10|0|0|12|0|326|4
10|0|0|12|0|334|4
10|0|0|12|0|335|4
10|0|0|12|0|350|4
10|0|0|12|0|360|4
10|0|0|12|0|365|4
10|0|0|12|0|372|4
10|0|0|12|0|373|4
10|0|0|12|0|377|4
10|0|0|12|0|382|4
10|0|0|12|0|390|4
10|0|0|12|0|391|4
10|0|0|12|0|397|4
10|0|0|12|0|398|4
10|0|0|12|0|402|4
10|0|0|12|0|413|4
10|0|0|12|0|428|4
10|0|0|12|0|438|4
10|0|0|12|0|444|4
11|0|0|12|1|445|4
12|0|0|12|1|450|4
12|0|0|12|0|469|4
12|0|0|12|0|473|4
12|0|0|12|0|475|4
12|0|0|12|0|477|4
12|0|0|12|0|485|4
12|0|0|12|0|490|4
12|0|0|12|0|492|0
12|0|0|12|0|498|0
12|0|0|12|0|506|0
12|0|0|12|0|510|0
12|0|0|12|0|515|0
12|0|0|12|0|517|0
12|0|0|12|0|518|0
12|0|0|12|0|531|0
12|0|0|12|0|532|0
12|0|0|12|0|540|0
12|0|0|12|0|542|0
12|0|0|12|0|543|0
12|0|0|12|0|554|0
12|0|0|12|0|558|0
12|1|0|12|1|559|0
12|1|0|12|0|566|0
12|1|0|12|0|567|0
12|1|0|12|0|579|0
13|0|0|12|0|584|0
13|0|0|12|0|591|0
13|0|0|12|0|602|0
12|1|0|12|0|603|0
12|1|0|12|0|616|0
13|0|0|12|0|628|0
13|0|0|12|0|638|0
13|0|0|12|0|649|0
13|0|0|12|0|651|0
13|0|0|12|0|655|0
13|0|0|12|0|663|0
