id,time,priority,dmnd,short,prtdown,ttldown,prtgdown,ttlgdown
A,210.8214285714285,0,12,0,0.0,64.2675925925926,0.0,27065533.015916474
B,210.8214285714285,0,12,-1,0.0,30.3915,-7873.594742063515,27057659.42117441
C,210.8214285714285,0,12,0,0.0,19.249999999999996,-7873.594742063515,27049785.826432347
D,210.8214285714285,6,7,7,2.1686507936508406,62.31701654165932,47241.56845238109,27097027.394884728
E,210.8214285714285,6,7,7,2.1686507936508406,187.24999999999994,102356.73164682569,27199384.126531553
F,210.8214285714285,1,10,2,0.433730158730168,107.57964555730587,118103.92113095272,27317488.047662504
G,210.8214285714285,1,10,2,0.433730158730168,83.39747321428567,133851.11061507976,27451339.158277582
H,210.8214285714285,4,12,11,1.987929894179937,84.85059905254636,220460.65277777842,27671799.811055362
I,210.8214285714285,4,12,11,1.987929894179937,158.26888447971768,307070.1949404771,27978870.00599584
J,210.8214285714285,8,30,22,1.5903439153439498,131.81638226701594,480289.27926587436,28459159.285261713
A,212.01700680272117,0,12,-1,0.0,64.2675925925926,-7458.455417881457,28451700.82984383
B,212.01700680272117,0,12,-1,0.0,30.3915,-14916.910835762914,28436783.91900807
C,212.01700680272117,0,12,0,0.0,19.249999999999996,-14916.910835762914,28421867.008172307
D,212.01700680272117,6,7,7,1.1955782312926715,63.51259477295199,37292.27708940728,28459159.285261713
E,212.01700680272117,6,7,7,1.1955782312926715,188.44557823129261,89501.46501457748,28548660.75027629
F,212.01700680272117,1,10,2,0.23911564625853424,107.8187612035644,104418.3758503404,28653079.126126632
G,212.01700680272117,1,10,2,0.23911564625853424,83.63658886054421,119335.28668610331,28772414.412812736
H,212.01700680272117,4,12,11,1.0959467120182822,85.94654576456463,201378.29628279933,28973792.709095534
I,212.01700680272117,4,12,11,1.0959467120182822,159.36483119173596,283421.30587949534,29257214.01497503
J,212.01700680272117,8,30,22,0.8767573696146258,132.69313963663058,447507.3250728874,29704721.34004792
A,213.8928571428571,0,12,-1,0.0,64.2675925925926,-7268.719509232245,29697452.620538685
B,213.8928571428571,0,12,-1,0.0,30.3915,-14537.43901846449,29682915.18152022
C,213.8928571428571,0,12,1,0.0,19.249999999999996,-7268.719509232245,29675646.462010987
D,213.8928571428571,6,7,7,1.8758503401359405,65.38844511308793,43612.317055393476,29719258.77906638
E,213.8928571428571,6,7,7,1.8758503401359405,190.32142857142856,94493.35362001919,29813752.1326864
F,213.8928571428571,1,10,2,0.375170068027188,108.1939312715916,109030.79263848369,29922782.925324883
G,213.8928571428571,1,10,2,0.375170068027188,84.0117589285714,123568.23165694818,30046351.156981833
H,213.8928571428571,4,12,11,1.7195294784579453,87.66607524302258,203524.14625850288,30249875.303240336
I,213.8928571428571,4,12,11,1.7195294784579453,161.08436067019392,283480.0608600576,30533355.364100393
J,213.8928571428571,8,30,22,1.3756235827663565,134.06876321939694,443391.890063167,30976747.25416356
A,215.43934895833323,0,12,-1,0.0,64.2675925925926,-6917.141954055063,30969830.112209503
B,215.43934895833323,0,12,-1,0.0,30.3915,-13834.283908110127,30955995.828301392
C,215.43934895833323,0,12,0,0.0,19.249999999999996,-13834.283908110127,30942161.544393282
D,215.43934895833323,6,7,7,1.5464918154761165,66.93493692856404,34585.709770275316,30976747.25416356
E,215.43934895833323,6,7,7,1.5464918154761165,191.86792038690467,83005.70344866076,31059752.95761222
F,215.43934895833323,1,10,2,0.30929836309522324,108.50322963468682,96839.98735677087,31156592.94496899
G,215.43934895833323,1,10,1,0.30929836309522324,84.32105729166662,103757.12931082596,31260350.07427982
H,215.43934895833323,4,12,11,1.4176174975197733,89.08369274054235,179845.69080543163,31440195.76508525
I,215.43934895833323,4,12,11,1.4176174975197733,162.5019781677137,255934.25230003733,31696130.01738529
J,215.43934895833323,8,30,23,1.1856437251983558,135.2544069445953,415028.5172433038,32111158.534628592
A,215.52939211239087,0,12,-1,0.0,64.2675925925926,-6586.718541569344,32104571.816087022
B,215.52939211239087,0,12,-1,0.0,30.3915,-13173.437083138688,32091398.379003882
C,215.52939211239087,0,12,0,0.0,19.249999999999996,-13173.437083138688,32078224.941920742
D,215.52939211239087,6,7,7,0.09004315405763919,67.02498008262168,32933.59270784672,32111158.53462859
E,215.52939211239087,6,7,7,0.09004315405763919,191.9579635409623,79040.62249883213,32190199.15712742
F,215.52939211239087,1,10,2,0.018008630811527832,108.52123826549834,92214.05958197081,32282413.216709394
G,215.52939211239087,1,10,2,0.018008630811527832,84.33906592247814,105387.4966651095,32387800.713374503
H,215.52939211239087,4,12,11,0.08253955788616925,89.16623229842851,177841.4006223723,32565642.113996875
I,215.52939211239087,4,12,11,0.08253955788616925,162.58451772559988,250295.3045796351,32815937.41857651
J,215.52939211239087,8,30,23,0.0660316463089354,135.32043859090425,401789.83103573,33217727.24961224
A,216.53373015873004,0,12,-1,0.0,64.2675925925926,-6597.914386108027,33211129.33522613
B,216.53373015873004,0,12,0,0.0,30.3915,-6597.914386108027,33204531.42084002
C,216.53373015873004,0,12,0,0.0,19.249999999999996,-6597.914386108027,33197933.506453913
D,216.53373015873004,6,7,7,1.0043380463391713,68.02931812896085,39587.48631664817,33237520.99277056
E,216.53373015873004,6,7,7,1.0043380463391713,192.96230158730148,85772.88701940436,33323293.879789963
F,216.53373015873004,1,10,2,0.20086760926783423,108.72210587476617,98968.7157916204,33422262.595581584
G,216.53373015873004,1,10,2,0.20086760926783423,84.53993353174597,112164.54456383646,33534427.14014542
H,216.53373015873004,4,12,11,0.9206432091442404,90.08687550757276,184741.60281102476,33719168.742956445
I,216.53373015873004,4,12,11,0.9206432091442404,163.5051609347441,257318.66105821307,33976487.404014654
J,216.53373015873004,8,30,23,0.7699925021933647,136.0904310930976,409070.6919386977,34385558.09595335
A,217.9471130952379,0,12,-1,0.0,64.2675925925926,-6422.088445590062,34379136.007507764
B,217.9471130952379,0,12,0,0.0,30.3915,-6422.088445590062,34372713.919062175
C,217.9471130952379,0,12,0,0.0,19.249999999999996,-6422.088445590062,34366291.830616586
D,217.9471130952379,6,7,7,1.4133829365078725,69.44270106546873,38532.53067354037,34404824.36129013
E,217.9471130952379,6,7,7,1.4133829365078725,194.37568452380935,83487.14979267081,34488311.5110828
F,217.9471130952379,1,10,2,0.2826765873015744,109.00478246206775,96331.32668385094,34584642.83776665
G,217.9471130952379,1,10,3,0.2826765873015744,84.82261011904755,115597.59202062113,34700240.42978727
H,217.9471130952379,4,12,11,1.2956010251322163,91.38247653270497,186240.5649221118,34886480.99470938
I,217.9471130952379,4,12,11,1.2956010251322163,164.80076195987633,256883.5378236025,35143364.53253298
J,217.9471130952379,8,30,23,1.0835935846560354,137.17402467775364,404591.572072174,35547956.10460515
A,221.67397485734227,0,12,-1,0.0,64.2675925925926,-6218.594946402098,35541737.509658754
B,221.67397485734227,0,12,0,0.0,30.3915,-6218.594946402098,35535518.914712355
C,221.67397485734227,0,12,0,0.0,19.249999999999996,-6218.594946402098,35529300.319765955
D,221.67397485734227,6,7,7,3.726861762104363,73.16956282757309,37311.56967841259,35566611.889444366
E,221.67397485734227,6,7,7,3.726861762104363,198.10254628591372,80841.73430322728,35647453.623747595
F,221.67397485734227,1,10,2,0.7453723524208725,109.75015481448862,93278.92419603147,35740732.54794363
G,221.67397485734227,1,10,1,0.7453723524208725,85.56798247146843,99497.51914243356,35840230.06708606
H,221.67397485734227,4,12,11,3.416289948595666,94.79876648130063,167902.06355285665,36008132.13063892
I,221.67397485734227,4,12,11,3.416289948595666,168.217051908472,236306.60796327973,36244438.7386022
J,221.67397485734227,8,30,24,2.9814894096834905,140.15551408743713,385552.88667693007,36629991.62527913
A,222.45238095238088,0,12,-1,0.0,64.2675925925926,-5411.382212091692,36624580.24306703
B,222.45238095238088,0,12,0,0.0,30.3915,-5411.382212091692,36619168.86085494
C,222.45238095238088,0,12,1,0.0,19.249999999999996,0.0,36619168.86085494
D,222.45238095238088,6,7,7,0.7784060950386049,73.9479689226117,37879.67548464184,36657048.53633958
E,222.45238095238088,6,7,7,0.7784060950386049,198.88095238095232,75759.35096928368,36732807.887308866
F,222.45238095238088,1,10,2,0.15568121900772094,109.90583603349634,86582.11539346707,36819390.00270233
G,222.45238095238088,1,10,2,0.15568121900772094,85.72366369047614,97404.87981765046,36916794.88251998
H,222.45238095238088,4,12,11,0.7135389204520545,95.51230540175268,156930.0841506591,37073724.96667064
I,222.45238095238088,4,12,11,0.7135389204520545,168.93059082892407,216455.28848366768,37290180.255154304
J,222.45238095238088,8,30,23,0.5967780061962638,140.7522920936334,340917.0793617766,37631097.33451608
A,227.35406861521435,0,12,-1,0.0,64.2675925925926,-5353.646996677327,37625743.6875194
B,227.35406861521435,0,12,0,0.0,30.3915,-5353.646996677327,37620390.040522724
C,227.35406861521435,0,12,-1,0.0,19.249999999999996,-10707.293993354653,37609682.74652937
D,227.35406861521435,6,7,7,4.901687662833467,78.84965658544516,26768.23498338663,37636450.981512755
E,227.35406861521435,6,7,7,4.901687662833467,203.7826400437858,64243.76396012791,37700694.745472886
F,227.35406861521435,1,10,2,0.9803375325666932,110.88617356606304,74951.05795348257,37775645.80342637
G,227.35406861521435,1,10,3,1.4705062988500404,87.19416998932618,91011.99894351454,37866657.802369885
H,227.35406861521435,4,12,11,4.493213690930678,100.00551909268336,149902.11590696513,38016559.918276854
I,227.35406861521435,4,12,11,4.493213690930678,173.42380451985474,208792.23287041573,38225352.15114727
J,227.35406861521435,8,30,23,3.757960541505658,144.51025263513907,331926.1137939942,38557278.26494126
A,230.91666666666663,0,12,-1,0.0,64.2675925925926,-4305.656322270087,38552972.60861899
B,230.91666666666663,0,12,0,0.0,30.3915,-4305.656322270087,38548666.95229672
C,230.91666666666663,0,12,-2,0.0,19.249999999999996,-12916.96896681026,38535749.98332991
D,230.91666666666663,6,7,7,3.5625980514522837,82.41225463689744,17222.625289080348,38552972.60861899
E,230.91666666666663,6,7,7,3.5625980514522837,207.34523809523807,47362.219544970954,38600334.82816396
F,230.91666666666663,1,10,2,0.7125196102904566,111.59869317635349,55973.53218951113,38656308.36035347
G,230.91666666666663,1,10,2,0.7125196102904566,87.90668959961664,64584.844834051306,38720893.20518752
H,230.91666666666663,4,12,11,3.2657148804979266,103.27123397318128,111947.06437902225,38832840.26956654
I,230.91666666666663,4,12,11,3.2657148804979266,176.68951940035268,159309.28392399324,38992149.553490534
J,230.91666666666663,8,30,24,2.850078441161827,147.3603310763009,262645.0356584753,39254794.58914901
A,231.26591961959485,0,12,-1,0.0,64.2675925925926,-3488.2609542622313,39251306.32819475
B,231.26591961959485,0,12,0,0.0,30.3915,-3488.2609542622313,39247818.06724049
C,231.26591961959485,0,12,-2,0.0,19.249999999999996,-10464.782862786695,39237353.2843777
D,231.26591961959485,6,7,7,0.3492529529282251,82.76150758982567,13953.043817048925,39251306.32819475
E,231.26591961959485,6,7,7,0.3492529529282251,207.6944910481663,38370.87049688454,39289677.19869164
F,231.26591961959485,1,10,3,0.10477588587846755,111.70346906223196,48835.65335967124,39338512.85205131
G,231.26591961959485,1,10,3,0.06985059058564501,87.97654019020229,59300.43622245793,39397813.28827377
H,231.26591961959485,4,12,11,0.32014854018420635,103.59138251336549,97671.30671934248,39495484.59499311
I,231.26591961959485,4,12,11,0.32014854018420635,177.00966794053687,136042.17721622702,39631526.77220933
J,231.26591961959485,8,30,23,0.2677605972449726,147.62809167354587,216272.17916425833,39847798.95137359
A,233.65277777777766,0,12,-1,0.0,64.2675925925926,-3442.6588088827175,39844356.29256471
B,233.65277777777766,0,12,-1,0.0,30.3915,-6885.317617765435,39837470.974946946
C,233.65277777777766,0,12,-2,0.0,19.249999999999996,-13770.63523553087,39823700.33971141
D,233.65277777777766,6,7,7,2.386858158182804,85.14836574800847,10327.976426648152,39834028.31613806
E,233.65277777777766,6,7,7,2.386858158182804,210.0813492063491,34426.58808882717,39868454.904226884
F,233.65277777777766,1,10,2,0.47737163163656066,112.18084069386852,41311.90570659261,39909766.809933476
G,233.65277777777766,1,10,2,0.47737163163656066,88.45391182183884,48197.22332435804,39957964.033257835
H,233.65277777777766,4,12,11,2.1879533116675702,105.77933582503306,86066.47022206793,40044030.503479905
I,233.65277777777766,4,12,12,2.386858158182804,179.39652609871968,127378.37592866055,40171408.87940857
J,233.65277777777766,8,30,24,1.9094865265462433,149.5375782000921,210002.18734184577,40381411.066750415
A,235.8214285714285,0,12,-1,0.0,64.2675925925926,-2911.7395833333608,40378499.32716708
B,235.8214285714285,0,12,-1,0.0,30.3915,-5823.4791666667215,40372675.848000415
C,235.8214285714285,0,12,-3,0.0,19.249999999999996,-14558.697916666802,40358117.15008375
D,235.8214285714285,6,7,7,2.1686507936508406,87.31701654165931,5823.4791666667215,40363940.629250415
E,235.8214285714285,6,7,7,2.1686507936508406,212.24999999999994,26205.656250000247,40390146.285500415
F,235.8214285714285,1,10,2,0.433730158730168,112.61457085259869,32029.135416666966,40422175.42091708
G,235.8214285714285,1,10,3,0.6505952380952522,89.1045070599341,40764.35416666705,40462939.77508374
H,235.8214285714285,4,12,11,1.987929894179937,107.767265719213,72793.48958333403,40535733.26466708
I,235.8214285714285,4,12,11,1.987929894179937,181.3844559928996,104822.62500000099,40640555.88966708
J,235.8214285714285,8,30,24,1.7349206349206725,151.27249883501278,174704.37500000166,40815260.26466708
A,238.8928571428571,0,12,-1,0.0,64.2675925925926,-2431.5880102040987,40812828.67665687
B,238.8928571428571,0,12,-1,0.0,30.3915,-4863.1760204081975,40807965.500636466
C,238.8928571428571,0,12,-4,0.0,19.249999999999996,-14589.528061224593,40793375.97257524
D,238.8928571428571,6,7,7,3.071428571428612,90.38844511308793,2431.5880102040987,40795807.56058545
E,238.8928571428571,6,7,7,3.071428571428612,215.32142857142856,19452.70408163279,40815260.26466708
F,238.8928571428571,1,10,3,0.9214285714285837,113.53599942402727,26747.46811224509,40842007.732779324
G,238.8928571428571,1,10,2,0.6142857142857223,89.71879277421982,31610.64413265328,40873618.376911975
H,238.8928571428571,4,12,11,2.8154761904762275,110.58274190968923,58358.11224489837,40931976.48915687
I,238.8928571428571,4,12,11,2.8154761904762275,184.19993218337584,85105.58035714345,41017082.069514014
J,238.8928571428571,8,30,24,2.4571428571428897,153.72964169215567,143463.69260204182,41160545.76211605
A,240.52939211239087,0,12,-1,0.0,64.2675925925926,-1709.4767510845,41158836.28536497
B,240.52939211239087,0,12,-1,0.0,30.3915,-3418.953502169,41155417.3318628
C,240.52939211239087,0,12,-4,0.0,19.249999999999996,-10256.860506507,41145160.471356295
D,240.52939211239087,6,7,7,1.6365349695337557,92.02498008262168,1709.4767510845,41146869.94810738
E,240.52939211239087,6,7,7,1.6365349695337557,216.9579635409623,13675.814008676,41160545.76211605
F,240.52939211239087,1,10,2,0.32730699390675105,113.86330641793401,17094.767510845,41177640.5296269
G,240.52939211239087,1,10,3,0.4909604908601268,90.20975326507995,22223.1977640985,41199863.727391
H,240.52939211239087,4,12,11,1.5001570554059427,112.08289896509518,41027.442026028,41240891.16941702
I,240.52939211239087,4,12,11,1.5001570554059427,185.70008923878177,59831.6862879575,41300722.85570498
J,240.52939211239087,8,30,23,1.3092279756270047,155.03886966778268,99149.651562901,41399872.50726788
A,241.53373015873004,0,12,-1,0.0,64.2675925925926,-1321.3363293300047,41398551.170938544
B,241.53373015873004,0,12,-2,0.0,30.3915,-3964.0089879900142,41394587.16195055
C,241.53373015873004,0,12,-4,0.0,19.249999999999996,-9249.354305310033,41385337.80764524
D,241.53373015873004,6,7,7,1.0043380463391713,93.02931812896085,0.0,41385337.80764524
E,241.53373015873004,6,7,7,1.0043380463391713,217.96230158730148,9249.354305310033,41394587.16195055
F,241.53373015873004,1,10,2,0.20086760926783423,114.06417402720184,11892.026963970042,41406479.18891452
G,241.53373015873004,1,10,2,0.20086760926783423,90.41062087434779,14534.699622630053,41421013.88853715
H,241.53373015873004,4,12,11,0.9206432091442404,113.00354217423943,29069.399245260105,41450083.287782416
I,241.53373015873004,4,12,11,0.9206432091442404,186.620732447926,43604.098867890156,41493687.38665031
J,241.53373015873004,8,30,24,0.8034704370713371,155.842340104854,75316.17077181027,41569003.55742212
A,242.9471130952379,0,12,-1,0.0,64.2675925925926,-1085.067364240864,41567918.49005788
B,242.9471130952379,0,12,-2,0.0,30.3915,-3255.2020927225917,41564663.287965156
C,242.9471130952379,0,12,-4,0.0,19.249999999999996,-7595.471549686047,41557067.81641547
D,242.9471130952379,6,7,7,1.4133829365078725,94.44270106546873,0.0,41557067.81641547
E,242.9471130952379,6,7,7,1.4133829365078725,219.37568452380935,7595.471549686047,41564663.287965156
F,242.9471130952379,1,10,3,0.42401488095236184,114.4881889081542,10850.67364240864,41575513.96160757
G,242.9471130952379,1,10,1,0.2826765873015744,90.69329746164937,11935.741006649503,41587449.70261422
H,242.9471130952379,4,12,11,1.2956010251322163,114.29914319937164,23871.482013299006,41611321.18462752
I,242.9471130952379,4,12,11,1.2956010251322163,187.91633347305822,35807.223019948506,41647128.40764747
J,242.9471130952379,8,30,23,1.0835935846560354,156.92593368951003,60763.77239748838,41707892.18004496
A,246,0,12,-1,0.0,64.2675925925926,-751.0101785714742,41707141.16986638
B,246,0,12,-2,0.0,30.3915,-2253.0305357144225,41704888.13933067
C,246,1,10,-6,0.0,19.249999999999996,-6759.0916071432675,41698129.047723524
D,246,6,7,7,3.05288690476209,97.49558797023082,-1502.0203571429483,41696627.027366385
E,246,6,7,7,3.05288690476209,222.42857142857144,3755.050892857371,41700382.078259245
F,246,1,10,2,0.6105773809524179,115.09876628910662,5257.071250000319,41705639.14950924
G,246,1,10,2,0.6105773809524179,91.30387484260179,6759.0916071432675,41712398.24111639
H,246,4,12,11,2.7984796626985826,117.09762286207022,15020.203571429483,41727418.44468782
I,246,4,12,11,2.7984796626985826,190.7148131357568,23281.3155357157,41750699.76022354
J,246,8,30,23,2.3405466269842687,159.2664803164943,40554.54964285961,41791254.3098664
A,246,0,12,-1,0,64.2675925925926,0,41791254.3098664
B,246,0,12,-2,0,30.3915,0,41791254.3098664
C,246,1,10,2,0.0,19.249999999999996,0,41791254.3098664
D,246,6,7,7,0.0,97.49558797023082,0,41791254.3098664
E,246,6,7,7,0.0,222.42857142857144,0,41791254.3098664
F,246,1,10,2,0.0,115.09876628910662,0,41791254.3098664
G,246,0,12,4,0.0,91.30387484260179,0,41791254.3098664
H,246,4,12,9,0.0,117.09762286207022,0,41791254.3098664
I,246,4,12,9,0.0,190.7148131357568,0,41791254.3098664
J,246,8,30,19,0.0,159.2664803164943,0,41791254.3098664
A,247.45238095238088,0,12,-1,0.0,64.2675925925926,-4206.690476190475,41787047.619390205
B,247.45238095238088,0,12,-2,0.0,30.3915,-12620.071428571426,41774427.54796163
C,247.45238095238088,1,10,1,0.2904761904761755,19.540476190476173,-8413.38095238095,41766014.16700925
D,247.45238095238088,6,7,7,1.452380952380878,98.9479689226117,21033.452380952374,41787047.619390205
E,247.45238095238088,6,7,7,1.452380952380878,223.88095238095232,50480.2857142857,41837527.90510449
F,247.45238095238088,1,10,2,0.2904761904761755,115.38924247958279,58893.66666666664,41896421.57177115
G,247.45238095238088,0,12,0,0.0,91.30387484260179,58893.66666666664,41955315.23843782
H,247.45238095238088,4,12,10,1.2103174603173983,118.30794032238762,100960.5714285714,42056275.80986639
I,247.45238095238088,4,12,10,1.2103174603173983,191.9251305960742,143027.47619047615,42199303.28605687
J,247.45238095238088,8,30,21,1.0166666666666144,160.28314698316092,231367.97619047613,42430671.26224735
A,253.43519193391643,0,12,0,0.0,64.2675925925926,0.0,42430671.26224735
B,253.43519193391643,0,12,-2,0.0,30.3915,-7880.627634897534,42422790.63461245
C,253.43519193391643,1,10,2,1.1965621963071098,20.737038386783283,0.0,42422790.63461245
D,253.43519193391643,6,7,7,5.98281098153555,104.93077990414724,27582.19672214137,42450372.83133459
E,253.43519193391643,6,7,7,5.98281098153555,229.86376336248787,55164.39344428274,42505537.224778876
F,253.43519193391643,1,10,2,1.1965621963071098,116.5858046758899,63045.021079180275,42568582.24585806
G,253.43519193391643,0,12,0,0.0,91.30387484260179,63045.021079180275,42631627.26693724
H,253.43519193391643,4,12,10,4.9856758179462926,123.29361614033391,102448.15925366794,42734075.426190905
I,253.43519193391643,4,12,10,4.9856758179462926,196.9108064140205,141851.2974281556,42875926.72361906
J,253.43519193391643,8,30,20,3.988540654357034,164.27168763751794,220657.57377713095,43096584.29739619
A,254.962454212454,0,12,0,0.0,64.2675925925926,0.0,43096584.29739619
B,254.962454212454,0,12,-1,0.0,30.3915,-2438.6669385997434,43094145.63045759
C,254.962454212454,1,10,2,0.30545245570751256,21.042490842490796,2438.6669385997434,43096584.29739619
D,254.962454212454,6,7,7,1.5272622785375631,106.4580421826848,19509.335508797947,43116093.63290499
E,254.962454212454,6,7,7,1.5272622785375631,231.39102564102544,36580.00407899615,43152673.63698399
F,254.962454212454,1,10,2,0.30545245570751256,116.89125713159741,41457.33795619564,43194130.97494019
G,254.962454212454,0,12,0,0.0,91.30387484260179,41457.33795619564,43235588.312896386
H,254.962454212454,4,12,10,1.2727185654479694,124.56633470578188,65844.00734219307,43301432.320238575
I,254.962454212454,4,12,10,1.2727185654479694,198.18352497946847,90230.67672819049,43391662.996966764
J,254.962454212454,8,30,20,1.0181748523583756,165.28986248987633,139004.01550018537,43530667.01246695
A,255.3545976481417,0,12,1,0.0,64.2675925925926,2052.4242706573273,43532719.43673761
B,255.3545976481417,0,12,-1,0.0,30.3915,0.0,43532719.43673761
C,255.3545976481417,1,10,2,0.07842868713753999,21.120919529628335,4104.8485413146545,43536824.285278924
D,255.3545976481417,6,7,7,0.39214343568770005,106.8501856183725,18471.818435915946,43555296.10371484
E,255.3545976481417,6,7,7,0.39214343568770005,231.78316907671314,32838.788330517236,43588134.89204536
F,255.3545976481417,1,10,2,0.07842868713753999,116.96968581873496,36943.63687183189,43625078.528917186
G,255.3545976481417,0,12,0,0.0,91.30387484260179,36943.63687183189,43662022.165789016
H,255.3545976481417,4,12,10,0.3267861964064167,124.8931209021883,57467.87957840516,43719490.04536742
I,255.3545976481417,4,12,10,0.3267861964064167,198.5103111758749,77992.12228497842,43797482.1676524
J,255.3545976481417,8,30,20,0.2614289571251334,165.55129144700146,119040.60769812498,43916522.775350526
A,256.26591961959485,0,12,0,0.0,64.2675925925926,0.0,43916522.775350526
B,256.26591961959485,0,12,-1,0.0,30.3915,-1959.2560645607828,43914563.51928596
C,256.26591961959485,1,10,2,0.18226439429063243,21.30318392391897,1959.2560645607828,43916522.775350526
D,256.26591961959485,6,7,7,0.9113219714531624,107.76150758982567,15674.048516486262,43932196.823867016
E,256.26591961959485,6,7,7,0.9113219714531624,232.6944910481663,29388.84096841174,43961585.66483543
F,256.26591961959485,1,10,2,0.18226439429063243,117.15195021302559,33307.353097533305,43994893.01793297
G,256.26591961959485,0,12,-1,0.0,91.30387484260179,31348.097032972524,44026241.11496594
H,256.26591961959485,4,12,10,0.7594349762109687,125.65255587839927,50940.65767858035,44077181.77264452
I,256.26591961959485,4,12,10,0.7594349762109687,199.26974615208587,70533.21832418819,44147714.99096871
J,256.26591961959485,8,30,21,0.6379253800172137,166.18921682701867,111677.59567996462,44259392.58664867
A,263,0,12,0,0.0,64.2675925925926,0.0,44259392.58664867
B,263,0,12,-1,0.0,30.3915,-1771.0631400465534,44257621.52350862
C,263,1,10,2,1.3468160760810288,22.65,1771.0631400465534,44259392.58664867
D,263,6,7,7,6.734080380405146,114.49558797023082,14168.505120372427,44273561.09176905
E,263,6,7,7,6.734080380405146,239.42857142857144,26565.9471006983,44300127.038869746
F,263,0,12,4,1.3468160760810288,118.49876628910661,33650.199660884515,44333777.23853063
G,263,0,12,-1,0.0,91.30387484260179,31879.13652083796,44365656.37505147
H,263,4,12,10,5.611733650337622,131.2642895287369,49589.76792130349,44415246.142972775
I,263,4,12,10,5.611733650337622,204.88147980242348,67300.39932176903,44482546.54229455
J,263,8,30,21,4.713856266283602,170.90307309330228,104492.72526274665,44587039.26755729
A,265.53388278388263,0,12,0,0.0,64.2675925925926,0.0,44587039.26755729
B,265.53388278388263,0,12,0,0.0,30.3915,0.0,44587039.26755729
C,265.53388278388263,1,10,2,0.5067765567765262,23.156776556776524,33457.26923076921,44620496.53678806
D,265.53388278388263,6,7,7,2.533882783882632,117.02947075411345,150557.71153846147,44771054.248326525
E,265.53388278388263,6,7,7,2.533882783882632,241.96245421245408,267658.1538461537,45038712.40217268
F,265.53388278388263,0,12,0,0.0,118.49876628910661,267658.1538461537,45306370.55601883
G,265.53388278388263,0,12,-1,0.0,91.30387484260179,250929.51923076907,45557300.0752496
H,265.53388278388263,4,12,11,2.3227258852257457,133.58701541396263,434944.49999999977,45992244.5752496
I,265.53388278388263,4,12,11,2.3227258852257457,207.20420568764922,618959.4807692304,46611204.05601883
J,265.53388278388263,8,30,23,1.942643467643351,172.84571656094565,1003718.0769230763,47614922.13294191
A,269.40234169220116,0,12,0,0.0,64.2675925925926,0.0,47614922.13294191
B,269.40234169220116,0,12,0,0.0,30.3915,0.0,47614922.13294191
C,269.40234169220116,1,10,2,0.7736917816637059,23.93046833844023,32579.427142114277,47647501.56008402
D,269.40234169220116,6,7,7,3.86845890831853,120.89792966243198,146607.42213951424,47794108.98222354
E,269.40234169220116,6,7,7,3.86845890831853,245.8309131207726,260635.4171369142,48054744.399360456
F,269.40234169220116,0,12,1,0.0,118.49876628910661,276925.13070797134,48331669.53006843
G,269.40234169220116,0,12,-1,0.0,91.30387484260179,260635.4171369142,48592304.94720534
H,269.40234169220116,4,12,11,3.5460873326253193,137.13310274658795,439822.2664185428,49032127.21362389
I,269.40234169220116,4,12,11,3.5460873326253193,210.75029302027454,619009.1157001713,49651136.32932406
J,269.40234169220116,8,30,23,2.9658184963775396,175.8115350573232,993672.5278344854,50644808.85715854
A,274.56944444444434,0,12,0,0.0,64.2675925925926,0.0,50644808.85715854
B,274.56944444444434,0,12,1,0.0,30.3915,15539.987598428817,50660348.84475697
C,274.56944444444434,1,10,3,1.5501308256729547,25.480599164113187,62159.95039371527,50722508.79515068
D,274.56944444444434,6,7,7,5.167102752243181,126.06503241467516,170939.863582717,50893448.6587334
E,274.56944444444434,6,7,7,5.167102752243181,250.9980158730158,279719.7767717187,51173168.435505114
F,274.56944444444434,0,12,0,0.0,118.49876628910661,279719.7767717187,51452888.21227683
G,274.56944444444434,0,12,-1,0.0,91.30387484260179,264179.7891732899,51717068.00145012
H,274.56944444444434,4,12,11,4.736510856222916,141.86961360281086,435119.65275600686,52152187.65420613
I,274.56944444444434,4,12,11,4.736510856222916,215.48680387649745,606059.5163387238,52758247.17054485
J,274.56944444444434,8,30,23,3.9614454433864386,179.77298050070965,963479.2311025865,53721726.40164743
A,275.3076923076922,0,12,0,0.0,64.2675925925926,0.0,53721726.40164743
B,275.3076923076922,0,12,1,0.0,30.3915,14159.227564102586,53735885.62921154
C,275.3076923076922,1,10,2,0.1476495726495727,25.62824873676276,42477.68269230776,53778363.31190384
D,275.3076923076922,6,7,7,0.7382478632478637,126.80328027792302,141592.27564102586,53919955.587544866
E,275.3076923076922,6,7,7,0.7382478632478637,251.73626373626365,240706.86858974397,54160662.45613461
F,275.3076923076922,0,12,0,0.0,118.49876628910661,240706.86858974397,54401369.324724354
G,275.3076923076922,0,12,-1,0.0,91.30387484260179,226547.64102564138,54627916.965749994
H,275.3076923076922,4,12,12,0.7382478632478637,142.60786146605872,396458.37179487245,55024375.337544866
I,275.3076923076922,4,12,11,0.6767272079772084,216.16353108447464,552209.8750000009,55576585.212544866
J,275.3076923076922,8,30,24,0.590598290598291,180.36357879130793,892031.336538463,56468616.54908333
A,275.7091049382716,0,12,0,0.0,64.2675925925926,0.0,56468616.54908333
B,275.7091049382716,0,12,1,0.0,30.3915,13976.330781101642,56482592.87986443
